week_ending,acute_providers,total_providers,total_waiting_list,within_18w,18_to_26w,26_to_40w,40_to_52w,52_to_65w,65_to_78w,78_to_104w,over_104w,unknown_clock_start,pct_within_18w,pct_over_52w,first_attend_within_18w,first_attend_total,pct_first_attend_within_18w,new_rtt_acute,new_rtt_total_providers,new_rtt_total,completed_acute,completed_total_providers,completed_total,admitted_rtt,non_admitted_rtt,month,month_name,year,days_since_start
2025-11-16,130.0,565.0,7039817,4282676,1036790,1099389,441918,154859,12373,1497,129,10186,0.6092319781792245,0.024020890996981206,2981967.0,4514086.0,0.6605915350305688,131.0,485.0,372705.0,130.0,511.0,340378.0,73897.0,266481.0,11,Nov,2025,1519
2025-11-23,131.0,600.0,7131870,4343779,1043707,1117207,448904,155087,11544,1500,148,9994,0.6099206164218529,0.023628465308859634,3013333.0,4560346.0,0.6607685030916514,130.0,489.0,367348.0,131.0,502.0,334586.0,70733.0,263853.0,11,Nov,2025,1526
2025-11-30,131.0,601.0,7106838,4333966,1061566,1097284,443718,150708,8624,1197,124,9651,0.6106596881271411,0.022636151478043345,3004139.0,4537920.0,0.6620079243353784,131.0,488.0,358029.0,131.0,501.0,339873.0,74406.0,265467.0,11,Nov,2025,1533
2025-12-07,131.0,596.0,7062456,4312392,1047902,1096810,441287,146552,9162,1354,299,6698,0.6111876286006408,0.022303344304042173,2998713.0,4518436.0,0.6636617183467908,130.0,488.0,354020.0,130.0,501.0,344399.0,75867.0,268532.0,12,Dec,2025,1540
2025-12-14,131.0,597.0,7026967,4294890,1032871,1096613,441671,142730,8492,1232,257,8211,0.611916128727085,0.021757559316779213,2976223.0,4480904.0,0.6642014647044435,131.0,489.0,351532.0,131.0,497.0,341891.0,74286.0,267605.0,12,Dec,2025,1547
2025-12-21,131.0,585.0,6994688,4277524,1020286,1097984,445874,140936,6383,1192,201,4308,0.61191580429104,0.02127380771860757,2950381.0,4439915.0,0.6645129467568636,131.0,467.0,349121.0,130.0,488.0,317499.0,69060.0,248439.0,12,Dec,2025,1554
2025-12-28,131.0,594.0,7045814,4247808,1036517,1129754,479596,140327,6582,1254,184,3792,0.6032085670848515,0.021065966564716782,2945013.0,4472449.0,0.6584788334087208,131.0,481.0,188702.0,131.0,457.0,141855.0,27690.0,114165.0,12,Dec,2025,1561
2026-01-04,133.0,605.0,7224219,4329475,1042091,1179943,514302,141720,7655,1405,175,7453,0.5999189941865927,0.02091726404874427,3004107.0,4589979.0,0.6544925368939597,132.0,474.0,205523.0,132.0,461.0,175974.0,36743.0,139231.0,1,Jan,2026,1568
2026-01-11,133.0,603.0,7201590,4312890,1038840,1179222,512538,140259,9081,1456,182,7122,0.5994730951614491,0.020985290364763595,2987011.0,4565280.0,0.6542886745172257,130.0,484.0,356400.0,132.0,494.0,330864.0,70949.0,259915.0,1,Jan,2026,1575
2026-01-18,133.0,604.0,7180066,4312243,1034259,1171811,505790,138463,9366,1480,166,6488,0.6011286139218114,0.0208368822364516,2983010.0,4543717.0,0.6565131587200523,132.0,488.0,374829.0,132.0,503.0,343717.0,71221.0,272496.0,1,Jan,2026,1582
2026-01-25,133.0,605.0,7186185,4333508,1034164,1177601,487697,136815,8613,1496,167,6124,0.6035475186074325,0.02048603765344055,3000585.0,4550105.0,0.6594540125997093,132.0,498.0,381575.0,132.0,495.0,347838.0,71999.0,275839.0,1,Jan,2026,1589
2026-02-01,133.0,604.0,7168396,4342538,1032854,1177623,467085,133368,6312,1447,141,7028,0.6063838640885373,0.01972639864338769,2994143.0,4512317.0,0.6635489040331165,133.0,487.0,376553.0,133.0,493.0,339897.0,70152.0,269745.0,2,Feb,2026,1596
2026-02-08,133.0,600.0,7142103,4332412,1036275,1164471,462129,131436,7733,1445,173,6029,0.6071142199478312,0.019728915367189296,2986536.0,4492392.0,0.6647986195327568,130.0,493.0,367466.0,131.0,495.0,337556.0,70487.0,267069.0,2,Feb,2026,1603
2026-02-15,133.0,610.0,7156543,4369191,1040420,1159438,443912,128762,8262,1417,147,4994,0.6109433075268029,0.019378738787918532,3013322.0,4498974.0,0.6697798209102787,133.0,494.0,373221.0,133.0,501.0,341670.0,69328.0,272342.0,2,Feb,2026,1610
2026-02-22,133.0,590.0,7110726,4344433,1044008,1138736,442564,125498,7965,1437,152,5933,0.6114791803223543,0.019008576323054027,3012104.0,4485965.0,0.6714506243361239,133.0,486.0,339135.0,133.0,489.0,301088.0,62434.0,238654.0,2,Feb,2026,1617
2026-02-22,,,7200504,4402428,1056627,1150915,447915,127081,8014,1439,152,5933,,,,,,,,,,,,,,2,Feb,2026,1617
